title,price,link_item,index_,discount_idx,discount_percent_list,countReviews,type,official_idx,official
Lenovo V14 IIL (82C400W3VN) | Intel Core i5 1035G1 | 4GB | 256GB SSD PCIe | VGA INTEL | 14 inch HD | FreeDos | Brand New 100% - Hàng Chính Hãng,9.700.000 ₫,https://www.lazada.vn/products/lenovo-v14-iil-82c400w3vn-intel-core-i5-1035g1-4gb-256gb-ssd-pcie-vga-intel-14-inch-hd-freedos-brand-new-100-hang-chinh-hang-i738176230.html,26,26,3% Off,Hồ Chí Minh,lazada,26,Official
【bảo hành 2 năm】Asus Factory Intel Core i7 Laptop RAM: 16GB/SSD: 1TB Màn Hình 15.6 inch Tích Hợp WEBCAM WiFi Bluetooth Máy Tính Xách Tay Windows 11,6.811.500 ₫,https://www.lazada.vn/products/bao-hanh-2-namasus-factory-intel-core-i7-laptop-ram-16gbssd-1tb-man-hinh-156-inch-tich-hop-webcam-wifi-bluetooth-may-tinh-xach-tay-windows-11-i2376882047.html,27,27,54% Off,"49 Đã bán
(16)
Hải Phòng",lazada,27,
Laptop Asus TUF Gaming F15 i5-11400H/8GB/512GB/Win11 (FX506HF-HN014W),15.990.000 ₫,https://www.lazada.vn/products/laptop-asus-tuf-gaming-f15-i5-11400h8gb512gbwin11-fx506hf-hn014w-i2403749841.html,28,28,24% Off,Hồ Chí Minh,lazada,28,Official
LAPTOP ASUS ZENBOOK UX3402VA-KM203W (I5 1340P/16GB RAM/512GB SSD/14 OLED/WIN11/CÁP/TÚI/BẠC),24.750.000 ₫,https://www.lazada.vn/products/laptop-asus-zenbook-ux3402va-km203w-i5-1340p16gb-ram512gb-ssd14-oledwin11captuibac-i2479371071.html,29,29,13% Off,Hà Nội,lazada,29,Official
"Thanh lý Laptop Asus MỚI, Cpu core I3 ram 4G, ô cứng 350G, Màn 14"". Giá bán 1,5 triệu",1.500.000 ₫,https://www.lazada.vn/products/thanh-ly-laptop-asus-moi-cpu-core-i3-ram-4g-o-cung-350g-man-14-gia-ban-15-trieu-i2363074171.html,30,30,,"(1)
Tiền Giang",lazada,30,
Máy Tính HP Probook 450 G5 Intel Core i5 8250U/RAM 16GB/SSD 256GB/15.6 inch FullHD,6.900.000 ₫,https://www.lazada.vn/products/may-tinh-hp-probook-450-g5-intel-core-i5-8250uram-16gbssd-256gb156-inch-fullhd-i2049010537.html,31,31,,"123 Đã bán
(52)
Hà Nội",lazada,31,
Voucher 300k Laptop Lenovo ThinkPad E15 Gen 4 (21E600CMVA) Core i7 _ 1255U | 8GB | 512GB SSD PCIe Gen 4 | 15.6 inch Full HD IPS | Finger | IR Camera | LED KEY| Hàng Chính Hãng,18.800.000 ₫,https://www.lazada.vn/products/voucher-300k-laptop-lenovo-thinkpad-e15-gen-4-21e600cmva-core-i7-_-1255u-8gb-512gb-ssd-pcie-gen-4-156-inch-full-hd-ips-finger-ir-camera-led-key-hang-chinh-hang-i2073980058.html,32,32,28% Off,"5 Đã bán
Hồ Chí Minh",lazada,32,Official
"Lenovo V15 G4 IRU (83A10008VN) | Intel® Raptor Lake Core™ i5 _ 1335U | 8GB | 512GB SSD PCIe Gen 4 | Intel® Iris® Xe Graphics | 15,6 inch Full HD IPS 300 Nits | FreeDos",13.750.000 ₫,https://www.lazada.vn/products/lenovo-v15-g4-iru-83a10008vn-intel-raptor-lake-core-i5-_-1335u-8gb-512gb-ssd-pcie-gen-4-intel-iris-xe-graphics-156-inch-full-hd-ips-300-nits-freedos-i2617437921.html,33,33,,Hồ Chí Minh,lazada,33,Official
Laptop HP EliteBook 840 G6 | intel Core i7-8265U | Ram 16GB | SSD 512GB | 14 inch FHD,5.967.500 ₫,https://www.lazada.vn/products/laptop-hp-elitebook-840-g6-intel-core-i7-8265u-ram-16gb-ssd-512gb-14-inch-fhd-i2507253562.html,34,34,,Hồ Chí Minh,lazada,34,
Lenovo ThinkBook 14 G6 IRL (21KG00BSVN) | Intel® Raptor Lake Core™ i5 _ 1335U | 16GB | 512GB SSD PCIe | Intel® Iris® Xe Graphics | 14 inch WUXGA IPS 100% sRGB | FreeDos | Finger | LED KEY,18.050.000 ₫,https://www.lazada.vn/products/lenovo-thinkbook-14-g6-irl-21kg00bsvn-intel-raptor-lake-core-i5-_-1335u-16gb-512gb-ssd-pcie-intel-iris-xe-graphics-14-inch-wuxga-ips-100-srgb-freedos-finger-led-key-i2617480771.html,35,35,,Hồ Chí Minh,lazada,35,Official
Máy Tính Xách Tay Apple Macbook 12 Chống Sốc Pro13.3 Chống Sốc Air15.6 Inch Xiaomi I7 Lenovo Saver Y7000 Túi Xách Tay Mới 14 Inch Thích Hợp Dùng Cho Huawei 16.1,222.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-apple-macbook-12-chong-soc-pro133-chong-soc-air156-inch-xiaomi-i7-lenovo-saver-y7000-tui-xach-tay-moi-14-inch-thich-hop-dung-cho-huawei-161-i2474618094.html,36,36,73% Off,Nước ngoài,lazada,36,
Laptop HP Victus 16-r0129TX - 8C5N4PA (i7-13700H/RAM 16GB/512GB SSD/ Windows 11) - Bảo hành 12 tháng,31.339.000 ₫,https://www.lazada.vn/products/laptop-hp-victus-16-r0129tx-8c5n4pa-i7-13700hram-16gb512gb-ssd-windows-11-bao-hanh-12-thang-i2555933355.html,37,37,4% Off,Hồ Chí Minh,lazada,37,Official
"[Trả góp 0%]Apple MacBook Air 13"" 2020 (M1/8GB/256GB)",19.453.000 ₫,https://www.lazada.vn/products/tra-gop-0apple-macbook-air-13-2020-m18gb256gb-i1218854341.html,38,38,33% Off,"60 Đã bán
(7)
Hồ Chí Minh",lazada,38,Official
"Laptop 2 trong 1 HP Elite X2-210G2 Atom x5-8350, 2gb ram, 32gb SSD, màn 10.1” HD cảm ứng bàn phím tháo rời",1.700.000 ₫,https://www.lazada.vn/products/laptop-2-trong-1-hp-elite-x2-210g2-atom-x5-8350-2gb-ram-32gb-ssd-man-101-hd-cam-ung-ban-phim-thao-roi-i2372393276.html,39,39,,"16 Đã bán
(8)
Hưng Yên",lazada,39,
Main Laptop Hp G4 2002TU đẹp,720.000 ₫,https://www.lazada.vn/products/main-laptop-hp-g4-2002tu-dep-i2214061154.html,40,40,,Hồ Chí Minh,lazada,40,
"Máy tính bảng Fujitsu Q508 Atom X7-z8750, 4gb ram, 128gb SSD, 10.1” Full HD cảm ứng",1.800.000 ₫,https://www.lazada.vn/products/may-tinh-bang-fujitsu-q508-atom-x7-z8750-4gb-ram-128gb-ssd-101-full-hd-cam-ung-i2448106538.html,1,1,,"30 Đã bán
(12)
Hưng Yên",lazada,1,
"Apple MacBook Air 2020 13"" M1 8GB/256GB - Chính hãng",19.140.000 ₫,https://www.lazada.vn/products/apple-macbook-air-2020-13-m1-8gb256gb-chinh-hang-i1858734317.html,2,2,33% Off,"19 Đã bán
Hồ Chí Minh",lazada,2,Official
Laptop Lenovo IdeaPad 3 14IAU7 i3-1215U/8GB/512GB/Win11 82RJ001AVN,8.990.000 ₫,https://www.lazada.vn/products/laptop-lenovo-ideapad-3-14iau7-i3-1215u8gb512gbwin11-82rj001avn-i2229617120.html,3,3,40% Off,Hồ Chí Minh,lazada,3,Official
Laptop Asus TUF Dash FX517ZC-HN077W i5-12450H|8GB|512GB|RTX 3050|15.6'' FHD|Win 11,27.710.000 ₫,https://www.lazada.vn/products/laptop-asus-tuf-dash-fx517zc-hn077w-i5-12450h8gb512gbrtx-3050156-fhdwin-11-i1976790630.html,4,4,8% Off,Hồ Chí Minh,lazada,4,Official
"Laptop (Gaming) MSI Raider GE68 HX 13VG-048VN, I7-13700HX, 2TB, 64GB, RTX 4070 8GB, 16"" 16:10 QHD - Ship hỏa tốc",77.090.000 ₫,https://www.lazada.vn/products/laptop-gaming-msi-raider-ge68-hx-13vg-048vn-i7-13700hx-2tb-64gb-rtx-4070-8gb-16-1610-qhd-ship-hoa-toc-i2409053672.html,5,5,,Hồ Chí Minh,lazada,5,
Lenovo Legion 5 Ryzen 7-3050Ti,19.800.000 ₫,https://www.lazada.vn/products/lenovo-legion-5-ryzen-7-3050ti-i2297522549.html,6,6,,Hà Nội,lazada,6,
DELL 7470 i7 16G 512G MÀN HÌNH 14 in CẢM ỨNG CHẠM TAY SIÊU MƯỢT ĐỘ PHÂN GIẢI GIẢI 2K + SIÊU NÉT,4.425.000 ₫,https://www.lazada.vn/products/dell-7470-i7-16g-512g-man-hinh-14-in-cam-ung-cham-tay-sieu-muot-do-phan-giai-giai-2k-sieu-net-i1765170856.html,7,7,,"147 Đã bán
(48)
Hưng Yên",lazada,7,
[Voucher 200K] Laptop Lenovo V14 G2 ITL (82KA00WGVN) | Intel Core i5 - 1135G7 | 8GB | 256GB SSD | Iris Xe | 14 inch Full HD | FreeDos| Hàng Chính Hãng,11.090.000 ₫,https://www.lazada.vn/products/voucher-200k-laptop-lenovo-v14-g2-itl-82ka00wgvn-intel-core-i5-1135g7-8gb-256gb-ssd-iris-xe-14-inch-full-hd-freedos-hang-chinh-hang-i1880650938.html,8,8,35% Off,"6 Đã bán
(2)
Hồ Chí Minh",lazada,8,Official
Laptop Gaming Giá Rẻ,6.357.390 ₫,https://www.lazada.vn/products/laptop-gaming-gia-re-i2634281839.html,9,9,9% Off,Hồ Chí Minh,lazada,9,
Laptop Lenovo V14 IIL (82C400W3VN8GB) Core™ i5 _ 1035G1 | 8GB | 256GB SSD PCIe | VGA INTEL| Hàng Chính Hãng,9.950.000 ₫,https://www.lazada.vn/products/laptop-lenovo-v14-iil-82c400w3vn8gb-core-i5-_-1035g1-8gb-256gb-ssd-pcie-vga-intel-hang-chinh-hang-i2119263992.html,10,10,26% Off,"(1)
Hồ Chí Minh",lazada,10,Official
Lenovo Thinkpad X280,4.800.000 ₫,https://www.lazada.vn/products/lenovo-thinkpad-x280-i2090363344.html,11,11,17% Off,"(3)
Hồ Chí Minh",lazada,11,
Laptop Lenovo V14 G2 ITL (82KA00S7VN) | Intel® Tiger Lake Core™ i5 _ 1135G7 | 8GB | 512GB SSD PCIe | Win 11 | 14 inch Full HD| Hàng Chính Hãng,11.550.000 ₫,https://www.lazada.vn/products/laptop-lenovo-v14-g2-itl-82ka00s7vn-intel-tiger-lake-core-i5-_-1135g7-8gb-512gb-ssd-pcie-win-11-14-inch-full-hd-hang-chinh-hang-i2042587656.html,12,12,30% Off,Hồ Chí Minh,lazada,12,Official
Laptop Asus Vivobook 15 i5-1335U/16GB/512GB/Win11 (X1504VA-NJ070W),15.490.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-15-i5-1335u16gb512gbwin11-x1504va-nj070w-i2403847004.html,13,13,16% Off,Hồ Chí Minh,lazada,13,Official
DELL LATITUDE 7400 CORE I7 8565U Ram 8G SSD 256G 14” FHD IPS,7.650.000 ₫,https://www.lazada.vn/products/dell-latitude-7400-core-i7-8565u-ram-8g-ssd-256g-14-fhd-ips-i2486341807.html,14,14,28% Off,"(1)
Hồ Chí Minh",lazada,14,
Laptop Dell Latitude E7400 Core i5 8265U Ram 8G SSD 256G Màn hình 14” Full HD,6.950.000 ₫,https://www.lazada.vn/products/laptop-dell-latitude-e7400-core-i5-8265u-ram-8g-ssd-256g-man-hinh-14-full-hd-i2403355302.html,15,15,,Hồ Chí Minh,lazada,15,
"[HCM] Laptop Cũ Dell Inspiron N4030 CPU Core I5-M460/ Ram 4GB/ HDD 500GB/ VGA Intel HD Graphics/ LCD 14.0"" inch ( Cắm Sạc Trực tiếp vào Máy Xài)",1.326.000 ₫,https://www.lazada.vn/products/hcm-laptop-cu-dell-inspiron-n4030-cpu-core-i5-m460-ram-4gb-hdd-500gb-vga-intel-hd-graphics-lcd-140-inch-cam-sac-truc-tiep-vao-may-xai-i2565604442.html,16,16,,Hồ Chí Minh,lazada,16,
LAPTOP ASUS VIVOBOOK X1504ZA-NJ582W (I3 1215U/8GB RAM/512GB SSD/15.6 FHD/WIN11/BẠC),11.000.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-x1504za-nj582w-i3-1215u8gb-ram512gb-ssd156-fhdwin11bac-i2479255597.html,17,17,13% Off,Hà Nội,lazada,17,Official
Dell Latitude E7470 Core i7 6600U Ram 16GB SSD 256GB 14inch FULLHD,5.533.780 ₫,https://www.lazada.vn/products/dell-latitude-e7470-core-i7-6600u-ram-16gb-ssd-256gb-14inch-fullhd-i1508940088.html,18,18,29% Off,"17 Đã bán
(10)
Hồ Chí Minh",lazada,18,
Surface Book 3 i7-1065G7 RAM 16GB SSD 256GB GTX 1650 4GB 13' QHD 2K,16.900.000 ₫,https://www.lazada.vn/products/surface-book-3-i7-1065g7-ram-16gb-ssd-256gb-gtx-1650-4gb-13-qhd-2k-i2636518096.html,19,19,,Hồ Chí Minh,lazada,19,
Dell Precision 5530 i7 8850H VGA P1000 màn hình 15.6-Inch FHD,11.990.000 ₫,https://www.lazada.vn/products/dell-precision-5530-i7-8850h-vga-p1000-man-hinh-156-inch-fhd-i2306733614.html,20,20,,Hồ Chí Minh,lazada,20,
Laptop Lenovo V15 G3 IAP (82TT00ARVN) Core i3 _ 1215U | 8GB | 256GB SSD PCIe | Intel UHD Graphics | Win 11 | 15.6 inch Full HD IPS| Hàng Chính Hãng,9.450.000 ₫,https://www.lazada.vn/products/laptop-lenovo-v15-g3-iap-82tt00arvn-core-i3-_-1215u-8gb-256gb-ssd-pcie-intel-uhd-graphics-win-11-156-inch-full-hd-ips-hang-chinh-hang-i2415246505.html,21,21,27% Off,Hồ Chí Minh,lazada,21,Official
Laptop Asus ROG Flow Z13 GZ301VU-MU301W (Core™ i9-13900H | 16GB | 1TB | RTX™ 4050 6GB | 13.4inch QHD+ | Cảm ứng | Bút cảm ứng | Win 11 | Black),51.450.000 ₫,https://www.lazada.vn/products/laptop-asus-rog-flow-z13-gz301vu-mu301w-core-i9-13900h-16gb-1tb-rtx-4050-6gb-134inch-qhd-cam-ung-but-cam-ung-win-11-black-i2481075092.html,22,22,11% Off,Hồ Chí Minh,lazada,22,
"Máy tính bảng Fujitsu Arrows Tab Q738 Core i5-8350U, 8gb ram, 256gb SSD, 13.3” Full HD iPS",2.789.000 ₫,https://www.lazada.vn/products/may-tinh-bang-fujitsu-arrows-tab-q738-core-i5-8350u-8gb-ram-256gb-ssd-133-full-hd-ips-i2421257475.html,23,23,29% Off,"20 Đã bán
(6)
Hưng Yên",lazada,23,
"[Quà Khuyến mãi Mobi Wifi 4G/5G trị giá 250k] Máy tính laptop siêu nhẹ học tập, làm việc, du lịch, màn hình 13.3 inch, Ram 2gb, SSD 256 gb, Hđh Sierra 10.12.6 mới 94-96%",3.344.000 ₫,https://www.lazada.vn/products/qua-khuyen-mai-mobi-wifi-4g5g-tri-gia-250k-may-tinh-laptop-sieu-nhe-hoc-tap-lam-viec-du-lich-man-hinh-133-inch-ram-2gb-ssd-256-gb-hdh-sierra-10126-moi-94-96-i2632623970.html,24,24,12% Off,Đồng Nai,lazada,24,
"Laptop Dell E6430 i5 Ram 8G Nhập Khẩu Nhật giá rẻ , gaming , giải trí giá rẻ",2.271.000 ₫,https://www.lazada.vn/products/laptop-dell-e6430-i5-ram-8g-nhap-khau-nhat-gia-re-gaming-giai-tri-gia-re-i251077542.html,25,25,,Hà Nội,lazada,25,
"Máy tính Laptop Dell Latitude 7400 Core i5 8365U, Ram 8, SSD 256",5.500.000 ₫,https://www.lazada.vn/products/may-tinh-laptop-dell-latitude-7400-core-i5-8365u-ram-8-ssd-256-i2044984001.html,26,26,,"95 Đã bán
(23)
Nam Định",lazada,26,
[Trả góp 0%]HP 820 G2 Core i5 5200U 8GB SSD 256GB 12.5inch,3.150.000 ₫,https://www.lazada.vn/products/tra-gop-0hp-820-g2-core-i5-5200u-8gb-ssd-256gb-125inch-i438312169.html,27,27,49% Off,Hồ Chí Minh,lazada,27,
"Laptop Acer Gaming Aspire 5 A515-58GM-53PZ i5 13420H/8GB/512GB/15.6""FHD/RTX2050 4GB/Win11",16.490.000 ₫,https://www.lazada.vn/products/laptop-acer-gaming-aspire-5-a515-58gm-53pz-i5-13420h8gb512gb156fhdrtx2050-4gbwin11-i2594588444.html,28,28,20% Off,Hồ Chí Minh,lazada,28,Official
"Thanh lý Laptop Asus , 1 triệu, mới 95%.",1.000.000 ₫,https://www.lazada.vn/products/thanh-ly-laptop-asus-1-trieu-moi-95-i2181418060.html,29,29,,"11 Đã bán
(2)
Tiền Giang",lazada,29,
Laptop Lenovo V14 IIL (82C400W0VN) Core™ i3 _ 1005G1 | 8GB | 256GB SSD PCIe | Intel® UHD Graphics | Win 10 | 14 inch HD| Nâng Cấp| Hàng Chính Hãng,8.599.000 ₫,https://www.lazada.vn/products/laptop-lenovo-v14-iil-82c400w0vn-core-i3-_-1005g1-8gb-256gb-ssd-pcie-intel-uhd-graphics-win-10-14-inch-hd-nang-cap-hang-chinh-hang-i2119283932.html,30,30,22% Off,"5 Đã bán
(4)
Hồ Chí Minh",lazada,30,Official
Laptop HP Victus 16-s0078AX - 8C5N7PA (Ryzen 5 7640HS/RAM 16GB/512GB SSD/ Windows 11) - Bảo hành 12 tháng,26.499.000 ₫,https://www.lazada.vn/products/laptop-hp-victus-16ax-8c5n7pa-ryzen-5-7640hsram-16gb512gb-ssd-windows-11-bao-hanh-12-thang-i2518537052.html,31,31,3% Off,Hồ Chí Minh,lazada,31,Official
"[Rẻ Nhât ] Laptop Cảm Ứng Lenovo Yoga 370 ( Core i5-7300U ) Mỏng nhẹ , Chạy siêu nhanh - HÀNG CHÍNH HÃNG",6.590.000 ₫,https://www.lazada.vn/products/re-nhat-laptop-cam-ung-lenovo-yoga-370-core-i5-7300u-mong-nhe-chay-sieu-nhanh-hang-chinh-hang-i1983215024.html,32,32,27% Off,"18 Đã bán
(4)
Hà Nội",lazada,32,
"Laptop Gaming HP Victus 2023 15-fb1013dx Ryzen 5 - 7535HS, 8GB, 512GB, RTX 2050 4GB, 15.6"" FHD 144Hz",13.500.000 ₫,https://www.lazada.vn/products/laptop-gaming-hp-victus-2023-15-fb1013dx-ryzen-5-7535hs-8gb-512gb-rtx-2050-4gb-156-fhd-144hz-i2401359244.html,33,33,,Hà Nội,lazada,33,
HP ZBOOK 15G3 XEON E3-1505M RAM 16G SSD 256G 15.6INCH FHD VGA M2000,7.650.000 ₫,https://www.lazada.vn/products/hp-zbook-15g3-xeon-e3-1505m-ram-16g-ssd-256g-156inch-fhd-vga-m2000-i2289556346.html,34,34,35% Off,"(0)
Hồ Chí Minh",lazada,34,
"Laptop 2 in 1, Lenovo N23 Yoga Chromebook, Hđh Chrome Os, 11.6 Inch, màn hình cảm ứng, gập 360 độ, Ram 4gb, Storage 32gb, Pin 7-10h, like new 95-97% (km mobi pocket wifi 4g/5g)",3.570.000 ₫,https://www.lazada.vn/products/laptop-2-in-1-lenovo-n23-yoga-chromebook-hdh-chrome-os-116-inch-man-hinh-cam-ung-gap-360-do-ram-4gb-storage-32gb-pin-7-10h-like-new-95-97-km-mobi-pocket-wifi-4g5g-i2639155445.html,35,35,15% Off,Đồng Nai,lazada,35,
HP ZBOOK 15 G2 CORE I7 4910MQ RAM 16GB SSD 256GB 15.6INCH VGA K2100 CHUYÊN GAME VÀ ĐỒ HỌA,6.120.000 ₫,https://www.lazada.vn/products/hp-zbook-15-g2-core-i7-4910mq-ram-16gb-ssd-256gb-156inch-vga-k2100-chuyen-game-va-do-hoa-i2036999976.html,36,36,48% Off,"(1)
Hồ Chí Minh",lazada,36,
"Laptop MSI Thin GF63 12UCX-841VN i5-12450H| 8GB| 512GB| RTX2050 4GB| 15.6""FHD| Win11 - Hàng chính hãng new 100%",16.080.000 ₫,https://www.lazada.vn/products/laptop-msi-thin-gf63-12ucx-841vn-i5-12450h-8gb-512gb-rtx2050-4gb-156fhd-win11-hang-chinh-hang-new-100-i2586000622.html,37,37,37% Off,Hồ Chí Minh,lazada,37,
"Surface Laptop Go Core i5-10310U, 8gb ram, 128gb SSD, 13.3” cảm ứng, nguyên hộp",8.173.800 ₫,https://www.lazada.vn/products/surface-laptop-go-core-i5-10310u-8gb-ram-128gb-ssd-133-cam-ung-nguyen-hop-i2540174859.html,38,38,9% Off,Hưng Yên,lazada,38,
"HP Workstation 8770W Core i5 3360M Ram 8G SSD 256G 17.3inch HD+, VGA Rời",3.451.160 ₫,https://www.lazada.vn/products/hp-workstation-8770w-core-i5-3360m-ram-8g-ssd-256g-173inch-hd-vga-roi-i1355382277.html,39,39,37% Off,"(2)
Hồ Chí Minh",lazada,39,
"Laptop Acer Aspire 5 A515-58P-56RP i5 1335U/16GB/512GB/15.6""FHD/Win11",14.990.000 ₫,https://www.lazada.vn/products/laptop-acer-aspire-5-a515-58p-56rp-i5-1335u16gb512gb156fhdwin11-i2473514788.html,40,40,12% Off,Hồ Chí Minh,lazada,40,Official
Laptop Hp 8460p i5/4G/320HDD,2.500.000 ₫,https://www.lazada.vn/products/laptop-hp-8460p-i54g320hdd-i1350668872.html,1,1,44% Off,"7 Đã bán
(2)
Phú Thọ",lazada,1,
Laptop Giá Rẻ Thinkpad T410 Core i5 Ram 4G HDD 500G 14inch,1.998.040 ₫,https://www.lazada.vn/products/laptop-gia-re-thinkpad-t410-core-i5-ram-4g-hdd-500g-14inch-i1211645209.html,2,2,52% Off,Hồ Chí Minh,lazada,2,
Laptop Asus Vivobook 15X A1503ZA-L1422W i5-12500H|Xe Graphics|8GB|512GB|15.6'' OLED,15.900.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-15x-a1503za-l1422w-i5-12500hxe-graphics8gb512gb156-oled-i1923279848.html,3,3,24% Off,"5 Đã bán
Hồ Chí Minh",lazada,3,Official
Laptop game và đồ họa giá tốt HP 6470b Core i5 3210M Ram 4G SSD 120G VGA HD 4000 Màn 14 inch,2.000.000 ₫,https://www.lazada.vn/products/laptop-game-va-do-hoa-gia-tot-hp-6470b-core-i5-3210m-ram-4g-ssd-120g-vga-hd-4000-man-14-inch-i263688525.html,4,4,47% Off,"76 Đã bán
(39)
Hà Nội",lazada,4,
"Laptop Acer Aspire 3 A315-510P-34XZ i3 N305/8GB/512GB/15.6""FHD/Win11",9.290.000 ₫,https://www.lazada.vn/products/laptop-acer-aspire-3-a315-510p-34xz-i3-n3058gb512gb156fhdwin11-i2581924768.html,5,5,15% Off,Hồ Chí Minh,lazada,5,Official
Laptop Dell Latitude E7270 ram 8G SSD 256G - Core i5 6200u Gọn nhẹ thời trang,3.248.000 ₫,https://www.lazada.vn/products/laptop-dell-latitude-e7270-ram-8g-ssd-256g-core-i5-6200u-gon-nhe-thoi-trang-i2302316653.html,6,6,10% Off,"58 Đã bán
(25)
Nghệ An",lazada,6,
"Laptop (Gaming) MSI CCrosshair 15 B12UEZ-460VN (620VN), I7-12700H, 1TB, 64GB, RTX3060 6GB, 15.6"" QHD - Ship hoả tốc",40.290.000 ₫,https://www.lazada.vn/products/laptop-gaming-msi-ccrosshair-15-b12uez-460vn-620vn-i7-12700h-1tb-64gb-rtx3060-6gb-156-qhd-ship-hoa-toc-i2409193288.html,7,7,,Hồ Chí Minh,lazada,7,
LaptopLENOVO THINKPAD X1 Carbon Gen 7 X1 Carbon Gen 6 X1 Carbon Gen 5 X1 Carbon X1 Carbon Gen 4 Core i5-8250U RAM 16GB SSD 512GB 14 inPin&gt;4h,5.225.000 ₫,https://www.lazada.vn/products/laptoplenovo-thinkpad-x1-carbon-gen-7-x1-carbon-gen-6-x1-carbon-gen-5-x1-carbon-x1-carbon-gen-4-core-i5-8250u-ram-16gb-ssd-512gb-14-inpin4h-i2241051870.html,8,8,"5% Off
LazFlash Sale, tới 23:59","115 Đã bán
(29)
Hà Nội",lazada,8,
"MSI Laptop Gaming Cyborg 15 A12UCX-281VN|i5-12450H|RTX 2050|DDR5 8GB|512GB SSD|15.6"" FHD,144Hz",18.990.000 ₫,https://www.lazada.vn/products/msi-laptop-gaming-cyborg-15-a12ucx-281vni5-12450hrtx-2050ddr5-8gb512gb-ssd156-fhd144hz-i2312113334.html,9,9,,Hồ Chí Minh,lazada,9,Official
"Alienware m18 AMD Gaming Laptop - 18-inch FHD+ (1920 x 1200) 480Hz 3ms Display, AMD Ryzen 9-7845HX, 32GB DDR5 RAM, 1TB SSD, NVIDIA GeForce RTX 4080 GDDR6",54.055.000 ₫,https://www.lazada.vn/products/alienware-m18-amd-gaming-laptop-18-inch-fhd-1920-x-1200-480hz-3ms-display-amd-ryzen-9-7845hx-32gb-ddr5-ram-1tb-ssd-nvidia-geforce-rtx-4080-gddr6-i2607899490.html,10,10,"5% Off
Áp dụng voucher",Bình Dương,lazada,10,
"Laptop Sony Vaio PCG-814 Core i7-2870QM, 8gb ram, 256gb SSD, 17.3inch HD+",4.268.540 ₫,https://www.lazada.vn/products/laptop-sony-vaio-pcg-814-core-i7-2870qm-8gb-ram-256gb-ssd-173inch-hd-i1844767888.html,11,11,9% Off,"22 Đã bán
(10)
Hưng Yên",lazada,11,
GAMING GIÁ RẺ - ASUS K55VM CORE I7 3610QM RAM 8GB SSD 256GB 15.6INCH VGA,3.420.000 ₫,https://www.lazada.vn/products/gaming-gia-re-asus-k55vm-core-i7-3610qm-ram-8gb-ssd-256gb-156inch-vga-i2416511374.html,12,12,38% Off,Hồ Chí Minh,lazada,12,
[Voucher Giảm 12% Max 3Tr] Laptop HP Pavilion 15-eg0505TX 46M03PA i5-1135G7| 8Gb| 512GB| VGA 2GB| 15.6″FHD| Win11 (Gold),14.689.000 ₫,https://www.lazada.vn/products/voucher-giam-12-max-3tr-laptop-hp-pavilion-15-eg0505tx-46m03pa-i5-1135g7-8gb-512gb-vga-2gb-156fhd-win11-gold-i1859260252.html,13,13,41% Off,"(1)
Hồ Chí Minh",lazada,13,Official
"Laptop (Gaming) MSI Stealth 16 Studio A13VG-057VN, I9-13900H, 2TB, 64GB, RTX 4070 8GB, 16"" 16:10 UHD - Ship hỏa tốc",93.190.000 ₫,https://www.lazada.vn/products/laptop-gaming-msi-stealth-16-studio-a13vg-057vn-i9-13900h-2tb-64gb-rtx-4070-8gb-16-1610-uhd-ship-hoa-toc-i2409083605.html,14,14,,"23 Đã bán
Hồ Chí Minh",lazada,14,
Laptop 2 in 1 Dell Latitude E7390 mới 98%,5.990.000 ₫,https://www.lazada.vn/products/laptop-2-in-1-dell-latitude-e7390-moi-98-i1842374729.html,15,15,48% Off,Hà Nội,lazada,15,
"Laptop Asus ROG Strix G18 G814JI-N6063W (Core™ i9-13980HX | Ram 32GB | 1TB SSD | RTX 4070 8GB | 18inch QHD+, 240Hz | Win 11 | Xám)",60.760.000 ₫,https://www.lazada.vn/products/laptop-asus-rog-strix-g18-g814ji-n6063w-core-i9-13980hx-ram-32gb-1tb-ssd-rtx-4070-8gb-18inch-qhd-240hz-win-11-xam-i2481065176.html,16,16,14% Off,Hồ Chí Minh,lazada,16,
"Máy tính Dell Latitude 7390 Core i5, Ram 8, SSD 256, 13,3inch Full HD",6.000.000 ₫,https://www.lazada.vn/products/may-tinh-dell-latitude-7390-core-i5-ram-8-ssd-256-133inch-full-hd-i2010034530.html,17,17,,"79 Đã bán
(24)
Nam Định",lazada,17,
LAPTOP ASUS ZENBOOK UX3402VA-KM085W (I5 1340P/16GB RAM/512GB SSD/14 OLED/WIN11/CÁP/TÚI/XANH),24.750.000 ₫,https://www.lazada.vn/products/laptop-asus-zenbook-ux3402va-km085w-i5-1340p16gb-ram512gb-ssd14-oledwin11captuixanh-i2470640842.html,18,18,13% Off,Hà Nội,lazada,18,Official
laptop ASUS K42 i5 ram4gb hhd 320 giá rẻ,1.850.000 ₫,https://www.lazada.vn/products/laptop-asus-k42-i5-ram4gb-hhd-320-gia-re-i2292469000.html,19,19,5% Off,"(1)
Hà Nội",lazada,19,
